[920, 745, 878, 970, -168, 224, 16528, -66, -223, -44, -3, 93, 144]
[921, 744, 880, 968, -152, 320, 16696, -402, 315, -211, -5, 88, 163]
[922, 744, 879, 969, -160, 144, 16616, -159, 90, -449, 1, 95, 153]
[921, 747, 879, 970, 136, 264, 16752, 171, -983, 226, 4, 89, 143]
[920, 746, 879, 969, -72, 280, 16360, 392, 130, 163, -2, 96, 150]
[922, 745, 877, 969, 72, -88, 16640, 712, 365, 391, -5, 98, 151]
[923, 746, 878, 967, -1136, 1760, 18352, 8779, 10346, 3326, 4, 111, 148]
[916, 743, 875, 967, -8048, 2920, 15136, 2301, 27515, 3960, 48, 135, 118]
[848, 676, 875, 966, -10680, 5096, 10648, -785, 29640, 2787, 122, 111, 50]
[766, 490, 871, 966, -17104, 3264, 6992, -5278, 26664, -168, 152, 58, -61]
[772, 428, 877, 969, -15088, 3864, 3192, -1282, 8122, 1729, 135, 27, -131]
[767, 409, 881, 970, -13256, 4408, 1592, -3333, 2888, -2884, 134, 24, -164]
[768, 408, 878, 969, -14552, 2048, 1888, -5714, -3786, -11745, 122, 14, -184]
[788, 419, 874, 971, -12224, 760, -1624, 1626, 2025, -177, 114, -8, -183]
[792, 429, 880, 971, -15208, 2800, 3216, 3151, 1416, 7387, 121, 13, -167]
[795, 431, 885, 972, -8032, 4408, -24, -4274, -3342, -8941, 131, 19, -161]
[811, 434, 878, 971, -11344, 480, 2520, 5706, -8322, 4833, 108, 2, -177]
[814, 443, 885, 970, -18392, 2664, 3328, 4866, -801, 3766, 127, 7, -171]
[833, 478, 882, 968, -13672, 3696, 3776, 6057, -10036, 5274, 132, 15, -133]
[905, 765, 881, 961, -10520, 4560, 7808, 2775, -30643, -533, 129, 92, -4]
[916, 734, 881, 962, -10680, 3600, 12520, -2203, -18518, -3674, 99, 125, 79]
[920, 725, 883, 965, -5056, 2736, 14536, -6336, -16939, -3431, 53, 121, 130]
[918, 727, 883, 965, -1336, -32, 16480, -5694, -10871, -2776, 13, 96, 159]
[916, 727, 883, 967, 768, -1816, 18416, -4148, -2876, -902, -9, 65, 157]
[916, 727, 884, 966, 40, -1792, 16960, 253, 693, 146, -2, 67, 146]
[915, 728, 883, 965, 0, -1040, 16768, 1038, -128, 751, -9, 75, 150]
[917, 729, 883, 967, 296, -888, 16720, 501, 519, -114, -10, 73, 144]
[916, 730, 882, 968, 592, -512, 16544, 258, -86, -90, -3, 69, 151]
[916, 731, 882, 967, 24, -856, 16496, -458, 431, 59, -5, 81, 144]
[917, 731, 882, 969, 720, -824, 16528, 93, 60, 18, 0, 79, 148]
[917, 730, 883, 967, 664, -544, 16816, 4, 1549, 178, -3, 69, 149]
[918, 731, 883, 967, 536, -544, 16688, -378, -15, -302, -2, 70, 136]
[918, 731, 884, 966, 632, -424, 16712, -14, -14, -143, -10, 73, 142]
[918, 731, 884, 967, 256, -792, 16640, -211, 362, 78, 3, 71, 158]
[919, 731, 884, 968, 64, -776, 16472, 286, 305, 81, -6, 67, 146]
[920, 732, 882, 967, 416, -744, 16640, 376, -1130, 91, -3, 69, 153]
[919, 733, 883, 967, -56, -776, 16584, 276, -810, -420, -8, 76, 149]
[919, 733, 884, 966, 160, -784, 16520, 425, -666, -439, -5, 69, 147]
[920, 734, 883, 968, 920, -376, 16576, -446, -449, -166, -10, 73, 151]
[919, 732, 884, 967, 1024, -376, 16608, 2, -158, -32, -8, 81, 158]
